broad_category,shallow_category_name,Type,Color,Pattern Type,Length,Fit Type,Neckline,Sleeve Length,Sleeve Type,Hem Shaped,Waist Line,Details,Style
TOPS,Women Tank Tops & Camis,tank,multicolor,plain,crop,slim fit,halter|notched|round neck|spaghetti strap,-,-,-,-,knot|drawstring|ruched|rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,multicolor,colorblock|zebra stripe,crop,-,round neck,-,-,-,-,lettuce trim|rib-knit,casual
TOPS,Women T-Shirts,-,multicolor,heart|all over print,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,drawstring|ruched,casual
TOPS,Women T-Shirts,-,multicolor,heart,crop,slim fit,round neck,long sleeve,regular sleeve,asymmetrical,-,tie back,casual
TOPS,Women T-Shirts,-,multicolor,tie dye|slogan,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,-,casual
TOPS,Women Knit Tops,-,multicolor,striped,crop,slim fit,scoop neck,sleeveless,-,-,-,rib-knit,casual
TOPS,Women Tank Tops & Camis,cami,multicolor,tartan,crop,slim fit,spaghetti strap,-,-,-,-,-,casual
TOPS,Women Knit Tops,-,multicolor,gingham,crop,slim fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,multicolor,colorblock,crop,regular fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,multicolor,-,crop,slim fit,spaghetti strap,sleeveless,-,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,multicolor,all over print,crop,slim fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,multicolor,fruit&vegetable,crop,slim fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,multicolor,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,backless|lace up|rib-knit,casual
TOPS,Women Knit Tops,-,multicolor,chevron,crop,slim fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Tank Tops & Camis,tank,multicolor,tartan,crop,slim fit,square neck,-,-,-,-,-,casual
TOPS,Women Tops,-,multicolor,floral,crop,regular fit,square neck,long sleeve,bishop sleeve,-,-,ruched bust,casual
TOPS,Women T-Shirts,-,multicolor,striped,crop,slim fit,v neck,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,mocha brown,plain,crop,slim fit,sweetheart,long sleeve,flounce sleeve,asymmetrical,-,asymmetrical|lettuce trim|rib-knit,casual
TOPS,Women T-Shirts,-,mocha brown,plain,crop,regular fit,v neck,long sleeve,drop shoulder,-,-,lettuce trim,casual
TOPS,Women T-Shirts,-,mint green,plain,crop,regular fit,boat neck,long sleeve,bishop sleeve|batwing sleeve,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,mint green,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,drawstring|ruched|rib-knit,casual
TOPS,Women Knit Tops,-,mint green,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,mint blue,plain,crop,slim fit,scoop neck,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,mint blue,plain,crop,slim fit,v neck,sleeveless,-,-,-,button,casual
TOPS,Women Knit Tops,-,mint blue,plain,crop,slim fit,v neck,short sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,mauve purple,plain,crop,slim fit,round neck,short sleeve,regular sleeve,-,-,rib-knit|button front,casual
TOPS,Women Knit Tops,-,lime green,floral,crop,slim fit,straps,sleeveless,-,flared,-,embroidery|ruffle hem|rib-knit,casual
TOPS,Women Knit Tops,-,lilac purple,plain,crop,regular fit,spaghetti strap,sleeveless,-,-,-,drawstring,casual
TOPS,Women T-Shirts,-,light grey,plain,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,contrast binding,casual
TOPS,Women Tank Tops & Camis,tank,light grey,letter|figure,crop,slim fit,scoop neck,-,-,-,-,rib-knit,casual
TOPS,Women Tops,-,khaki,plain,crop,slim fit,asymmetrical neck,sleeveless,-,-,-,cut out|rib-knit,casual
TOPS,Women Knit Tops,-,khaki,plain,crop,regular fit,halter,sleeveless,-,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,khaki,plain,crop,slim fit,round neck,short sleeve,regular sleeve,-,-,drawstring|lettuce trim|rib-knit,casual
TOPS,Women Tank Tops & Camis,cami,khaki,colorblock,crop,slim fit,spaghetti strap,-,-,-,-,contrast binding|tie front,casual
TOPS,Women Tops,-,khaki,plain,crop,slim fit,sweetheart,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women Tank Tops & Camis,cami,grey,tie dye,crop,slim fit,spaghetti strap,-,-,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,grey,plain,crop,regular fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,ginger,plain,crop,slim fit,scoop neck,sleeveless,-,-,-,-,casual
TOPS,Women T-Shirts,-,dusty pink,letter|tropical,crop,oversized,round neck,half sleeve,drop shoulder,-,-,-,casual
TOPS,Women Knit Tops,-,dusty blue,plain,crop,regular fit,spaghetti strap,sleeveless,-,-,-,drawstring|knot|rib-knit,casual
TOPS,Women T-Shirts,-,coral pink,letter|graphic,crop,regular fit,stand collar,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,coffee brown,plain,crop,slim fit,notched,long sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women Blouses,top,coffee brown,plain,crop,slim fit,square neck,long sleeve,bishop sleeve,-,-,shirred|ruched bust,casual
TOPS,Women Knit Tops,-,brown,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,brown,cartoon,crop,slim fit,spaghetti strap,sleeveless,-,-,-,embroidery,casual
TOPS,Women Tank Tops & Camis,tank,blue and white,cartoon,crop,regular fit,round neck,-,-,-,-,-,casual
TOPS,Women Knit Tops,-,blue and white,colorblock,crop,regular fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,blue and white,gingham,crop,slim fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,blue and white,floral,crop,regular fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,blue,floral|all over print,crop,slim fit,spaghetti strap,sleeveless,-,-,-,twist,casual
TOPS,Women Knit Tops,-,blue,floral,crop,regular fit,straps,sleeveless,-,-,-,-,casual
TOPS,Women Tank Tops & Camis,halter,black and white,plain,crop,slim fit,halter,-,-,-,-,rib-knit,casual
TOPS,Women T-Shirts,-,black and white,tie dye,crop,slim fit,one shoulder,long sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,black and white,geometric,crop,regular fit,round neck,-,-,-,-,-,casual
TOPS,Women Tank Tops & Camis,cami,black and white,colorblock,crop,slim fit,spaghetti strap,-,-,asymmetrical,-,asymmetrical,casual
TOPS,Women Tank Tops & Camis,tank,black and white,slogan,crop,slim fit,stand collar,-,-,-,-,rib-knit,casual
TOPS,Women Tops,-,black and white,zebra stripe,crop,slim fit,stand collar,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women Tops,-,black,plain,crop,regular fit,-,-,-,-,-,sheer,casual
TOPS,Women T-Shirts,-,black,plain,crop,slim fit,collar,long sleeve,regular sleeve,-,-,ruched|button front,casual
TOPS,Women Knit Tops,-,black,colorblock,crop,regular fit,collar|v neck,short sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,notched,-,-,-,-,lettuce trim|rib-knit,casual
TOPS,Women Tops,-,black,floral,crop,regular fit,off the shoulder,long sleeve,flounce sleeve,-,-,contrast mesh|embroidery|ruffle,casual
TOPS,Women Tops,-,black,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,black,halloween,crop,slim fit,round neck,-,-,-,-,-,casual
TOPS,Women Tank Tops & Camis,tank,black,cartoon,crop,slim fit,round neck,-,-,-,-,-,casual
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,round neck,-,-,-,-,contrast mesh,casual
TOPS,Women T-Shirts,-,black,plain,crop,regular fit,round neck,long sleeve,regular sleeve,-,-,drawstring|ruched,casual
TOPS,Women T-Shirts,-,black,plain,crop,slim fit,round neck,long sleeve,regular sleeve,-,-,tie back,casual
TOPS,Women T-Shirts,-,black,graphic,crop,oversized,round neck,short sleeve,drop shoulder,-,-,-,casual
TOPS,Women T-Shirts,-,black,plain,crop,regular fit,round neck,short sleeve,drop shoulder,-,-,-,casual
TOPS,Women T-Shirts,-,black,butterfly,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,rhinestone,casual
TOPS,Women Knit Tops,-,black,plain,crop,regular fit,round neck,sleeveless,-,-,-,high low,casual
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,scoop neck,-,-,-,-,rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,scoop neck,-,-,asymmetrical,-,asymmetrical,casual
TOPS,Women Knit Tops,-,black,colorblock,crop,regular fit,scoop neck,sleeveless,-,-,-,cut out,casual
TOPS,Women Tank Tops & Camis,cami,black,animal,crop,slim fit,spaghetti strap,-,-,asymmetrical,-,asymmetrical,casual
TOPS,Women Tank Tops & Camis,cami,black,plain,crop,slim fit,spaghetti strap,-,-,-,-,frill|lettuce trim|sheer,casual
TOPS,Women Tank Tops & Camis,-,black,heart|all over print,crop,slim fit,spaghetti strap,-,-,-,-,frill|tie front|ruched bust,casual
TOPS,Women Knit Tops,-,black,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,criss cross|rib-knit,casual
TOPS,Women T-Shirts,-,black,plain,crop,slim fit,stand collar,long sleeve,regular sleeve,-,-,zipper|rib-knit,casual
TOPS,Women T-Shirts,-,black,plain,crop,slim fit,sweetheart,cap sleeve,regular sleeve,-,-,contrast lace|rib-knit|tie front,casual
TOPS,Women Tops,-,black,plain,crop,slim fit,v neck,long sleeve,regular sleeve,-,-,button front,casual
TOPS,Women Knit Tops,-,black,plain,crop,regular fit,v neck,sleeveless,-,-,-,criss cross,casual
TOPS,Women Knit Tops,-,black,-,crop,slim fit,v neck,sleeveless,-,-,-,ruffle|contrast binding,casual
TOPS,Women Blouses,top,beige,plain,crop,regular fit,off the shoulder,long sleeve,bishop sleeve,-,-,ruffle|tiered layer|backless,casual
TOPS,Women Knit Tops,-,beige,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,beige,plain,crop,slim fit,straps,sleeveless,-,-,-,ruched|rib-knit,casual
TOPS,Women Knit Tops,-,beige,plain,crop,slim fit,v neck,sleeveless,-,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,baby pink,plain,crop,regular fit,asymmetrical neck,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,pullovers,baby pink,heart,crop,regular fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women Knit Tops,-,baby pink,fruit&vegetable,crop,slim fit,scoop neck,sleeveless,-,-,-,button front,casual
TOPS,Women Tank Tops & Camis,cami,baby pink,heart,crop,slim fit,spaghetti strap,-,-,-,-,lettuce trim,casual
TOPS,Women Knit Tops,-,baby pink,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,knot,casual
TOPS,Women Knit Tops,-,baby blue,plain,crop,slim fit,scoop neck,sleeveless,-,-,-,cut out|tie back|rib-knit,casual
TOPS,Women Tank Tops & Camis,cami,baby blue,plain,crop,regular fit,spaghetti strap,-,-,-,-,contrast lace,casual
TOPS,Women Knit Tops,-,baby blue,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,appliques,casual
TOPS,Women Tank Tops & Camis,tank,baby blue,plain,crop,slim fit,v neck,-,-,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,baby blue,plain,crop,slim fit,v neck,short sleeve,regular sleeve,-,-,lace up|rib-knit,casual
TOPS,Women Tank Tops & Camis,cami,apricot,plain,crop,slim fit,spaghetti strap,-,-,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,apricot,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,apricot,plain,crop,slim fit,stand collar,-,-,-,-,rib-knit,casual
TOPS,Women Bodysuits,tee,white,plain,-,skinny,round neck,long sleeve,regular sleeve,-,high waist,rib-knit,casual
TOPS,Women Bodysuits,cami,white,slogan,-,skinny,spaghetti strap,sleeveless,-,-,natural,-,casual
TOPS,Women Bodysuits,cami,white,plain,-,regular fit,spaghetti strap,sleeveless,-,-,high waist,tie front|ruched bust,casual
TOPS,Women Bodysuits,cami,white,plain,-,skinny,spaghetti strap,sleeveless,-,-,high waist,rib-knit|button front,casual
TOPS,Women Bodysuits,tee,white,ditsy floral,-,skinny,square neck,long sleeve,regular sleeve,-,natural,lettuce trim|tie front,casual
TOPS,Women Bodysuits,tee,white,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,cut out,casual
TOPS,Women Bodysuits,shirt,white,polka dot,-,regular fit,v neck,long sleeve,bishop sleeve,-,high waist,-,casual
TOPS,Women Bodysuits,tank,orange,plain,-,skinny,round neck,sleeveless,-,-,natural,-,casual
TOPS,Women Bodysuits,tee,multicolor,camo,-,skinny,round neck,cap sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,tee,multicolor,leopard,-,skinny,round neck,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,tee,multicolor,ditsy floral,-,skinny,scoop neck,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,cami,multicolor,snakeskin print,-,skinny,spaghetti strap,sleeveless,-,-,natural,backless,casual
TOPS,Women Bodysuits,tee,multicolor,marble,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,shirt,multicolor,leopard,-,regular fit,v neck,long sleeve,bishop sleeve,-,natural,wrap,casual
TOPS,Women Bodysuits,tube,dark green,plain,-,skinny,strapless,-,-,-,natural,knot|rib-knit,casual
TOPS,Women Bodysuits,tee,burnt orange,plain,-,skinny,deep v neck,short sleeve,butterfly sleeve,-,natural,ruffle|wrap,casual
TOPS,Women Bodysuits,tee,black,colorblock,-,skinny,collar,short sleeve,regular sleeve,-,-,contrast collar,casual
TOPS,Women Bodysuits,tee,black,plain,-,skinny,off the shoulder,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,other,black,plain,-,skinny,one shoulder,sleeveless,-,-,natural,ruched,casual
TOPS,Women Bodysuits,tank,black,plain,-,skinny,round neck,sleeveless,-,-,natural,rib-knit,casual
TOPS,Women Bodysuits,tee,black,plain,-,skinny,round neck,long sleeve,regular sleeve,-,natural,-,casual
TOPS,Women Bodysuits,tee,black,plain,-,skinny,scoop neck,long sleeve,regular sleeve,-,natural,rib-knit,casual
TOPS,Women Bodysuits,tee,black,plain,-,skinny,scoop neck,short sleeve,regular sleeve,-,natural,rib-knit,casual
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,knot|lettuce trim|rib-knit|button front,casual
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,scallop,casual
TOPS,Women Bodysuits,tank,black,crocodile,-,skinny,stand collar,sleeveless,-,-,natural,-,casual
TOPS,Women Bodysuits,tee,black,plain,-,skinny,v neck,long sleeve,regular sleeve,-,natural,contrast mesh,casual
TOPS,Women Bodysuits,cami,apricot,plain,-,regular fit,spaghetti strap,sleeveless,-,-,natural,cut out|draped,casual
TOPS,Women Tank Tops & Camis,cami,white,cartoon,regular,regular fit,spaghetti strap,-,-,-,-,-,cute
TOPS,Women Blouses,top,white,striped,regular,regular fit,stand collar,cap sleeve,butterfly sleeve,-,-,ruffle|button|frill,cute
TOPS,Women Blouses,peplum,hot pink,plain,regular,slim fit,square neck,long sleeve,flounce sleeve,flared,-,ruffle|ruffle hem|frill|shirred,cute
TOPS,Women T-Shirts,-,baby pink,heart|all over print,regular,slim fit,round neck,cap sleeve,butterfly sleeve,-,-,ruffle,cute
TOPS,Women Tank Tops & Camis,cami,baby pink,colorblock,crop,regular fit,spaghetti strap,-,-,-,-,contrast lace|knot,cute
TOPS,Women Blouses,top,white,plain,regular,regular fit,-,long sleeve,bishop sleeve,-,-,contrast lace|button|frill,elegant
TOPS,Women T-Shirts,-,white,plain,regular,regular fit,asymmetrical neck,long sleeve,batwing sleeve,-,-,asymmetrical,elegant
TOPS,Women Blouses,shirt,white,striped,regular,regular fit,collar,long sleeve,regular sleeve,-,-,button front,elegant
TOPS,Women Blouses,shirt,white,plain,regular,regular fit,collar,long sleeve,regular sleeve,-,-,button,elegant
TOPS,Women Blouses,shirt,white,plain,regular,regular fit,collar,long sleeve,regular sleeve,-,-,button front,elegant
TOPS,Women Blouses,shirt,white,plain,regular,regular fit,peter pan collar,long sleeve,regular sleeve,-,-,contrast lace|button front,elegant
TOPS,Women Tops,-,white,plain,regular,slim fit,round neck,long sleeve,bishop sleeve,-,-,pearls,elegant
TOPS,Women Tops,-,white,plain,regular,slim fit,stand collar,long sleeve,regular sleeve,-,-,-,elegant
TOPS,Women T-Shirts,-,white,plain,regular,slim fit,stand collar,long sleeve,regular sleeve,-,-,lettuce trim|rib-knit,elegant
TOPS,Women Blouses,top,white,plain,regular,regular fit,stand collar,sleeveless,-,-,-,ruffle|knot,elegant
TOPS,Women Blouses,shirt,white,plain,regular,regular fit,stand collar,long sleeve,bishop sleeve,-,-,ruffle|button,elegant
TOPS,Women Blouses,top,white,plain,regular,regular fit,tie neck,long sleeve,puff sleeve,-,-,-,elegant
TOPS,Women Blouses,top,teal blue,plain,regular,regular fit,round neck,long sleeve,leg-of-mutton sleeve,-,-,tie back,elegant
TOPS,Women Blouses,top,rose red,plain,regular,regular fit,stand collar,long sleeve,puff sleeve,-,-,frill|shirred,elegant
TOPS,Women T-Shirts,-,red and white,heart|all over print,regular,slim fit,round neck,long sleeve,leg-of-mutton sleeve,-,-,-,elegant
TOPS,Women Blouses,top,red,plain,regular,regular fit,keyhole neckline,long sleeve,flounce sleeve,-,-,ruffle|cut out,elegant
TOPS,Women Blouses,top,mustard yellow,plain,regular,regular fit,v neck,short sleeve,butterfly sleeve,-,-,contrast mesh,elegant
TOPS,Women Blouses,top,multicolor,all over print,regular,regular fit,round neck,half sleeve,flounce sleeve,-,-,cut out|button,elegant
TOPS,Women Blouses,peplum,multicolor,all over print,regular,regular fit,round neck,long sleeve,flounce sleeve,-,-,ruffle hem,elegant
TOPS,Women Tank Tops & Camis,cami,multicolor,plain,regular,regular fit,spaghetti strap,-,-,-,-,draped,elegant
TOPS,Women Blouses,top,multicolor,graphic,regular,regular fit,tie neck,long sleeve,bishop sleeve,-,-,split|tie front,elegant
TOPS,Women Blouses,top,multicolor,geometric|colorblock,regular,regular fit,tie neck,-,-,-,-,knot,elegant
TOPS,Women Tops,-,light grey,colorblock,regular,regular fit,v neck,long sleeve,drop shoulder,-,-,contrast lace,elegant
TOPS,Women Blouses,shirt,khaki,all over print,regular,regular fit,v neck,long sleeve,flounce sleeve,-,-,ruffle|scallop|button front,elegant
TOPS,Women Blouses,top,hot pink,plain,regular,regular fit,stand collar,cap sleeve,butterfly sleeve,-,-,cut out,elegant
TOPS,Women Tops,-,dusty pink,plain,regular,slim fit,square neck,half sleeve,flounce sleeve,-,-,appliques|contrast mesh,elegant
TOPS,Women T-Shirts,-,dark grey,plain,regular,regular fit,scoop neck,cap sleeve,batwing sleeve,-,-,contrast lace|zipper,elegant
TOPS,Women T-Shirts,-,dark green,plain,regular,slim fit,stand collar,long sleeve,leg-of-mutton sleeve,-,-,-,elegant
TOPS,Women Blouses,top,champagne,plain,regular,regular fit,round neck,long sleeve,bishop sleeve,-,-,button,elegant
TOPS,Women Blouses,top,burnt orange,plain,regular,regular fit,asymmetrical neck,long sleeve,regular sleeve,-,-,-,elegant
TOPS,Women Tank Tops & Camis,cami,burgundy,plain,regular,regular fit,spaghetti strap,-,-,-,-,draped,elegant
TOPS,Women Blouses,top,burgundy,plain,regular,regular fit,stand collar|tie neck,short sleeve,puff sleeve,-,-,ruffle,elegant
TOPS,Women Tops,-,burgundy,plain,regular,slim fit,sweetheart,long sleeve,puff sleeve,-,-,appliques|contrast mesh,elegant
TOPS,Women Tops,-,blue,landscape print,regular,slim fit,sweetheart,short sleeve,puff sleeve,-,-,frill|ruched,elegant
TOPS,Women Blouses,top,black and white,striped,regular,regular fit,round neck,long sleeve,flounce sleeve,-,-,ruffle,elegant
